Entity,Code,Year,Patent applications per million people
Yemen,YEM,2020,1.8585032
Zambia,ZMB,2001,0.588699
Zambia,ZMB,2002,0.28548878
Zambia,ZMB,2003,0.27680457
Zambia,ZMB,2004,0.08938113
Zambia,ZMB,2005,0.43234366
Zambia,ZMB,2006,0.3341249
Zambia,ZMB,2007,1.5320014
Zambia,ZMB,2008,2.0228791
Zambia,ZMB,2009,0.67577237
Zambia,ZMB,2010,0.3625265
Zambia,ZMB,2011,0.2102928
Zambia,ZMB,2012,0.47474808
Zambia,ZMB,2013,0.8532997
Zambia,ZMB,2014,0.88957816
Zambia,ZMB,2015,1.2309033
Zambia,ZMB,2016,0.894574
Zambia,ZMB,2017,0.69371957
Zambia,ZMB,2018,0.61673373
Zambia,ZMB,2019,0.108811095
Zambia,ZMB,2020,0.84532124
Zimbabwe,ZWE,2015,0.63582057
Zimbabwe,ZWE,2016,0.5535296
