Entity,Code,Year,Mean income or consumption
Bulgaria,BGR,2010,17.400627
Bulgaria,BGR,2011,16.122835
Bulgaria,BGR,2012,16.949432
Bulgaria,BGR,2013,18.926699
Bulgaria,BGR,2014,20.17313
Bulgaria,BGR,2015,19.253794
Bulgaria,BGR,2016,23.008419
Bulgaria,BGR,2017,22.896029
Bulgaria,BGR,2018,26.54958
Bulgaria,BGR,2019,27.429432
Bulgaria,BGR,2020,30.879648
Burkina Faso,BFA,2003,2.8071191
Burkina Faso,BFA,2009,2.8374054
Burkina Faso,BFA,2014,3.2779927
Burkina Faso,BFA,2018,4.284381
Burundi,BDI,2006,2.0097106
Burundi,BDI,2013,2.2902756
Cameroon,CMR,2001,4.6777472
Cameroon,CMR,2007,4.4197073
Cameroon,CMR,2014,5.7528977
Canada,CAN,2000,50.680656
Canada,CAN,2001,52.60716
Canada,CAN,2002,53.05956
Canada,CAN,2003,53.136894
Canada,CAN,2004,54.325954
Canada,CAN,2005,55.64778
Canada,CAN,2006,57.229618
Canada,CAN,2007,59.492874
Canada,CAN,2008,60.542507
Canada,CAN,2009,60.82538
Canada,CAN,2010,60.810352
Canada,CAN,2011,61.146698
Canada,CAN,2012,61.781475
Canada,CAN,2013,62.970146
Canada,CAN,2014,63.24268
Canada,CAN,2015,63.739998
Canada,CAN,2016,63.1935
Canada,CAN,2017,65.49503
Canada,CAN,2018,65.73783
Canada,CAN,2019,65.73275
Cape Verde,CPV,2001,7.3960323
Cape Verde,CPV,2007,8.257052
Cape Verde,CPV,2015,9.503321
Central African Republic,CAF,2008,3.0385413
Chad,TCD,2003,2.5097342
Chad,TCD,2011,3.811284
Chad,TCD,2018,3.813032
Chile,CHL,2000,13.955496
Chile,CHL,2003,13.741859
Chile,CHL,2006,15.432316
Chile,CHL,2009,16.551552
Chile,CHL,2011,17.844309
Chile,CHL,2013,21.51965
Chile,CHL,2015,22.525043
Chile,CHL,2017,25.014723
Chile,CHL,2020,25.487513
China,CHN,2002,3.9111302
China,CHN,2005,5.0867834
China,CHN,2008,6.264327
China,CHN,2010,7.361189
China,CHN,2011,7.897014
China,CHN,2012,8.626949
China,CHN,2013,9.704089
China,CHN,2014,10.45436
China,CHN,2015,11.190932
China,CHN,2016,11.928446
China,CHN,2017,12.597817
China,CHN,2018,13.398591
China,CHN,2019,14.174434
China,CHN,2020,13.622097
Colombia,COL,2000,10.018681
Colombia,COL,2001,8.348313
Colombia,COL,2002,10.531292
Colombia,COL,2003,9.989583
Colombia,COL,2004,10.593353
Colombia,COL,2005,11.168692
Colombia,COL,2008,12.635402
Colombia,COL,2009,12.744092
Colombia,COL,2010,13.765084
Colombia,COL,2011,14.28252
Colombia,COL,2012,14.482073
Colombia,COL,2013,15.206055
Colombia,COL,2014,15.92209
Colombia,COL,2015,15.590024
Colombia,COL,2016,15.361946
Colombia,COL,2017,15.246944
Colombia,COL,2018,15.505637
Colombia,COL,2019,15.542431
Colombia,COL,2020,13.626631
Comoros,COM,2004,8.687198
Comoros,COM,2014,6.4239483
Congo,COG,2005,3.3899314
Congo,COG,2011,4.5914974
Costa Rica,CRI,2000,13.4951315
Costa Rica,CRI,2001,18.394955
Costa Rica,CRI,2002,18.694384
Costa Rica,CRI,2003,18.323336
Costa Rica,CRI,2004,17.128424
Costa Rica,CRI,2005,17.804161
Costa Rica,CRI,2006,18.531052
Costa Rica,CRI,2007,20.632092
Costa Rica,CRI,2008,20.777502
Costa Rica,CRI,2009,22.711514
Costa Rica,CRI,2010,23.181345
Costa Rica,CRI,2011,23.912104
Costa Rica,CRI,2012,24.698944
Costa Rica,CRI,2013,25.4574
Costa Rica,CRI,2014,24.876719
Costa Rica,CRI,2015,24.893183
Costa Rica,CRI,2016,25.845207
Costa Rica,CRI,2017,26.256916
Costa Rica,CRI,2018,25.644619
Costa Rica,CRI,2019,25.530893
Costa Rica,CRI,2020,22.147285
Cote d'Ivoire,CIV,2002,4.160559
Cote d'Ivoire,CIV,2008,3.9919024
Cote d'Ivoire,CIV,2015,3.929645
Cote d'Ivoire,CIV,2018,5.6598806
Croatia,HRV,2000,22.081154
Croatia,HRV,2001,20.841942
Croatia,HRV,2004,32.674103
Croatia,HRV,2008,32.30419
Croatia,HRV,2009,31.78586
Croatia,HRV,2010,26.60446
Croatia,HRV,2011,21.76985
Croatia,HRV,2012,20.69398
Croatia,HRV,2013,20.381931
Croatia,HRV,2014,21.509981
Croatia,HRV,2015,22.447786
Croatia,HRV,2016,24.24822
Croatia,HRV,2017,25.510685
Croatia,HRV,2018,27.394676
Croatia,HRV,2019,29.081573
Croatia,HRV,2020,30.291763
Cyprus,CYP,2004,44.923542
Cyprus,CYP,2005,47.965797
Cyprus,CYP,2006,52.688217
Cyprus,CYP,2007,52.78881
Cyprus,CYP,2008,52.38207
Cyprus,CYP,2009,51.811222
Cyprus,CYP,2010,52.62469
Cyprus,CYP,2011,52.382618
Cyprus,CYP,2012,49.471622
Cyprus,CYP,2013,47.481693
Cyprus,CYP,2014,44.252575
Cyprus,CYP,2015,45.0893
Cyprus,CYP,2016,46.596825
Cyprus,CYP,2017,47.56427
Cyprus,CYP,2018,51.212486
Cyprus,CYP,2019,51.574562
Cyprus,CYP,2020,52.928314
Czechia,CZE,2002,24.971949
Czechia,CZE,2004,26.875917
Czechia,CZE,2005,27.595201
Czechia,CZE,2006,29.117022
Czechia,CZE,2007,30.65649
Czechia,CZE,2008,31.41051
Czechia,CZE,2009,31.865326
Czechia,CZE,2010,31.808458
Czechia,CZE,2011,31.774588
Czechia,CZE,2012,31.239332
Czechia,CZE,2013,31.44628
Czechia,CZE,2014,32.180218
Czechia,CZE,2015,33.508007
Czechia,CZE,2016,34.751205
Czechia,CZE,2017,35.919323
Czechia,CZE,2018,37.61909
Czechia,CZE,2019,39.36649
Czechia,CZE,2020,40.036655
Democratic Republic of Congo,COD,2004,1.0010916
Democratic Republic of Congo,COD,2012,2.0246513
Denmark,DNK,2000,52.6258
Denmark,DNK,2003,51.409054
Denmark,DNK,2004,52.30966
Denmark,DNK,2005,52.912163
Denmark,DNK,2006,54.57902
Denmark,DNK,2007,55.58182
Denmark,DNK,2008,54.99869
Denmark,DNK,2009,55.802723
Denmark,DNK,2010,58.569775
Denmark,DNK,2011,57.63594
Denmark,DNK,2012,57.292477
Denmark,DNK,2013,58.687824
Denmark,DNK,2014,59.092346
Denmark,DNK,2015,59.663933
Denmark,DNK,2016,60.667915
Denmark,DNK,2017,62.136517
Denmark,DNK,2018,62.739765
Denmark,DNK,2019,62.736362
Denmark,DNK,2020,64.51866
Djibouti,DJI,2002,4.727462
Djibouti,DJI,2012,5.8090897
Djibouti,DJI,2013,5.188474
Djibouti,DJI,2017,5.4438024
Dominican Republic,DOM,2000,13.943539
Dominican Republic,DOM,2001,13.393599
Dominican Republic,DOM,2002,13.004036
Dominican Republic,DOM,2003,11.595251
Dominican Republic,DOM,2004,9.876797
Dominican Republic,DOM,2005,11.402681
Dominican Republic,DOM,2006,12.998945
Dominican Republic,DOM,2007,11.89717
Dominican Republic,DOM,2008,11.480385
Dominican Republic,DOM,2009,12.40651
Dominican Republic,DOM,2010,12.230481
Dominican Republic,DOM,2011,12.691668
Dominican Republic,DOM,2012,12.1348915
Dominican Republic,DOM,2013,12.818438
Dominican Republic,DOM,2014,13.289036
Dominican Republic,DOM,2015,14.589207
Dominican Republic,DOM,2016,15.629209
Dominican Republic,DOM,2017,14.788201
Dominican Republic,DOM,2018,16.232817
Dominican Republic,DOM,2019,16.469265
Dominican Republic,DOM,2020,14.529316
East Timor,TLS,2001,3.1812658
East Timor,TLS,2007,2.7968318
East Timor,TLS,2014,3.4258578
Ecuador,ECU,2000,6.542927
Ecuador,ECU,2003,9.734901
Ecuador,ECU,2004,9.58733
Ecuador,ECU,2005,11.362323
Ecuador,ECU,2006,12.50475
Ecuador,ECU,2007,13.178305
Ecuador,ECU,2008,12.5959
Ecuador,ECU,2009,12.136972
Ecuador,ECU,2010,13.432923
Ecuador,ECU,2011,13.8755
Ecuador,ECU,2012,14.783346
Ecuador,ECU,2013,15.29881
Ecuador,ECU,2014,15.4710245
Ecuador,ECU,2015,15.580119
Ecuador,ECU,2016,15.25878
Ecuador,ECU,2017,15.694721
Ecuador,ECU,2018,15.658378
Ecuador,ECU,2019,15.380205
Ecuador,ECU,2020,13.677037
Egypt,EGY,2004,5.864025
Egypt,EGY,2008,5.899007
Egypt,EGY,2010,6.5465035
Egypt,EGY,2012,6.689095
Egypt,EGY,2015,7.2488804
Egypt,EGY,2017,6.300635
Egypt,EGY,2019,6.7583957
El Salvador,SLV,2000,10.629056
El Salvador,SLV,2001,10.175318
El Salvador,SLV,2002,10.262623
El Salvador,SLV,2003,9.495242
El Salvador,SLV,2004,9.768703
El Salvador,SLV,2005,9.938346
El Salvador,SLV,2006,9.909669
El Salvador,SLV,2007,10.604968
El Salvador,SLV,2008,10.229619
El Salvador,SLV,2009,9.877291
El Salvador,SLV,2010,9.777039
El Salvador,SLV,2011,9.545156
El Salvador,SLV,2012,9.877429
El Salvador,SLV,2013,10.895258
El Salvador,SLV,2014,10.63308
El Salvador,SLV,2015,10.940506
El Salvador,SLV,2016,11.026738
El Salvador,SLV,2017,11.070996
El Salvador,SLV,2018,11.906972
El Salvador,SLV,2019,12.951726
Estonia,EST,2000,12.078439
Estonia,EST,2001,11.727027
Estonia,EST,2002,11.984227
Estonia,EST,2003,12.146917
Estonia,EST,2004,13.967663
Estonia,EST,2005,19.75359
Estonia,EST,2006,23.001495
Estonia,EST,2007,25.883123
Estonia,EST,2008,26.773018
Estonia,EST,2009,25.207632
Estonia,EST,2010,23.695606
Estonia,EST,2011,24.56063
Estonia,EST,2012,25.974396
Estonia,EST,2013,28.28964
Estonia,EST,2014,30.563866
Estonia,EST,2015,32.68025
Estonia,EST,2016,34.75534
Estonia,EST,2017,36.74732
Estonia,EST,2018,38.945698
Estonia,EST,2019,41.006695
Estonia,EST,2020,42.843025
Eswatini,SWZ,2000,3.5263317
Eswatini,SWZ,2009,3.7295449
Eswatini,SWZ,2016,5.6323137
Ethiopia,ETH,2004,3.122983
Ethiopia,ETH,2010,3.3834558
Ethiopia,ETH,2015,3.7389858
Fiji,FJI,2002,9.828248
Fiji,FJI,2008,10.984359
Fiji,FJI,2013,10.722516
Fiji,FJI,2019,7.907095
Finland,FIN,2000,43.182106
Finland,FIN,2003,45.78529
Finland,FIN,2004,47.995316
Finland,FIN,2005,49.62122
Finland,FIN,2006,50.39208
Finland,FIN,2007,52.258965
Finland,FIN,2008,52.854214
Finland,FIN,2009,53.891495
Finland,FIN,2010,54.70406
Finland,FIN,2011,55.016285
Finland,FIN,2012,55.148075
Finland,FIN,2013,54.93168
Finland,FIN,2014,54.647556
Finland,FIN,2015,55.147377
Finland,FIN,2016,55.773857
Finland,FIN,2017,56.938305
Finland,FIN,2018,57.83395
Finland,FIN,2019,58.84792
Finland,FIN,2020,58.823315
France,FRA,2000,48.412952
France,FRA,2001,49.683258
France,FRA,2002,50.920994
France,FRA,2003,47.27195
France,FRA,2004,48.041992
France,FRA,2005,47.45438
France,FRA,2006,46.813747
France,FRA,2007,56.864544
France,FRA,2008,57.36471
France,FRA,2009,57.855083
France,FRA,2010,58.104706
France,FRA,2011,58.40797
France,FRA,2012,57.900997
France,FRA,2013,57.339443
France,FRA,2014,57.99005
France,FRA,2015,58.73825
France,FRA,2016,58.948044
France,FRA,2017,58.61371
France,FRA,2018,59.58233
France,FRA,2019,56.188953
France,FRA,2020,57.39693
Gabon,GAB,2005,8.769626
Gabon,GAB,2017,12.336923
Gambia,GMB,2003,3.3053315
Gambia,GMB,2010,4.4213853
Gambia,GMB,2015,5.0999484
Gambia,GMB,2020,5.0846157
Georgia,GEO,2000,4.787829
Georgia,GEO,2001,4.5777016
Georgia,GEO,2002,5.840187
Georgia,GEO,2003,5.779569
Georgia,GEO,2004,5.979111
Georgia,GEO,2005,5.8997717
Georgia,GEO,2006,5.790452
Georgia,GEO,2007,5.7105002
Georgia,GEO,2008,6.1720233
Georgia,GEO,2009,6.1179247
Georgia,GEO,2010,6.0811257
Georgia,GEO,2011,6.3028097
Georgia,GEO,2012,6.764418
Georgia,GEO,2013,7.425474
Georgia,GEO,2014,7.756351
Georgia,GEO,2015,7.8262553
Georgia,GEO,2016,7.8907957
Georgia,GEO,2017,8.1343155
Georgia,GEO,2018,7.967622
Georgia,GEO,2019,7.974502
Georgia,GEO,2020,7.2556868
Germany,DEU,2000,55.479446
Germany,DEU,2001,55.530117
Germany,DEU,2002,56.485626
Germany,DEU,2003,56.06244
Germany,DEU,2004,56.658512
Germany,DEU,2005,56.769794
Germany,DEU,2006,57.200115
Germany,DEU,2007,57.989445
Germany,DEU,2008,57.79535
Germany,DEU,2009,57.861122
Germany,DEU,2010,58.09774
Germany,DEU,2011,58.468826
Germany,DEU,2012,58.35755
Germany,DEU,2013,59.01468
Germany,DEU,2014,58.675476
Germany,DEU,2015,60.74443
Germany,DEU,2016,62.03455
Germany,DEU,2017,62.168064
Germany,DEU,2018,64.828156
Germany,DEU,2019,65.8802
Ghana,GHA,2005,3.4013898
Ghana,GHA,2012,4.8423386
Ghana,GHA,2016,5.0892043
Greece,GRC,2000,31.3906
Greece,GRC,2003,36.23481
Greece,GRC,2004,38.18926
Greece,GRC,2005,38.6081
Greece,GRC,2006,38.96314
Greece,GRC,2007,40.096073
Greece,GRC,2008,40.74054
Greece,GRC,2009,41.358376
Greece,GRC,2010,35.855927
Greece,GRC,2011,29.75199
Greece,GRC,2012,25.82806
Greece,GRC,2013,24.668114
Greece,GRC,2014,24.581244
Greece,GRC,2015,24.9828
Greece,GRC,2016,25.508963
Greece,GRC,2017,25.891918
Greece,GRC,2018,26.78906
Greece,GRC,2019,28.479956
Greece,GRC,2020,28.807537
Guatemala,GTM,2000,11.818862
Guatemala,GTM,2006,12.075462
Guatemala,GTM,2014,9.400289
Guinea,GIN,2002,2.8825688
Guinea,GIN,2007,3.0338628
Guinea,GIN,2012,3.8603375
Guinea,GIN,2018,4.3981633
Guinea-Bissau,GNB,2002,2.5909805
Guinea-Bissau,GNB,2010,2.592875
Guinea-Bissau,GNB,2018,4.2062955
Haiti,HTI,2001,2.6675026
Haiti,HTI,2012,4.2382593
Honduras,HND,2001,10.103104
Honduras,HND,2002,8.853269
Honduras,HND,2003,8.334812
Honduras,HND,2004,8.615843
Honduras,HND,2005,9.401221
Honduras,HND,2006,10.25242
Honduras,HND,2007,11.104082
Honduras,HND,2008,11.464481
Honduras,HND,2009,11.26711
Honduras,HND,2010,11.177391
Honduras,HND,2011,10.746514
Honduras,HND,2012,9.609442
Honduras,HND,2013,9.594014
Honduras,HND,2014,9.804358
Honduras,HND,2015,9.720328
Honduras,HND,2016,10.207126
Honduras,HND,2017,10.05646
Honduras,HND,2018,10.030733
Honduras,HND,2019,10.123918
Hungary,HUN,2000,13.002371
Hungary,HUN,2001,14.841366
Hungary,HUN,2002,15.158975
Hungary,HUN,2003,16.935041
Hungary,HUN,2004,17.599497
Hungary,HUN,2005,17.959019
Hungary,HUN,2006,17.73748
Hungary,HUN,2007,18.160532
Hungary,HUN,2008,20.353628
Hungary,HUN,2009,19.391354
Hungary,HUN,2010,20.179857
Hungary,HUN,2011,20.404638
Hungary,HUN,2012,19.311699
Hungary,HUN,2013,19.983582
Hungary,HUN,2014,21.001366
Hungary,HUN,2015,22.04142
Hungary,HUN,2016,23.005304
Hungary,HUN,2017,24.18835
Hungary,HUN,2018,25.938368
Hungary,HUN,2019,28.268663
Hungary,HUN,2020,29.920025
Iceland,ISL,2003,47.62756
Iceland,ISL,2004,48.70927
Iceland,ISL,2005,50.812515
Iceland,ISL,2006,58.23717
Iceland,ISL,2007,61.51092
Iceland,ISL,2008,64.09673
Iceland,ISL,2009,53.803967
Iceland,ISL,2010,47.763638
Iceland,ISL,2011,47.73556
Iceland,ISL,2012,48.72995
Iceland,ISL,2013,49.79197
Iceland,ISL,2014,52.534687
Iceland,ISL,2015,56.094242
Iceland,ISL,2016,60.771545
Iceland,ISL,2017,62.975197
India,IND,2004,3.1682327
India,IND,2009,3.5127728
India,IND,2011,4.0718403
India,IND,2015,4.1701674
India,IND,2016,4.222621
India,IND,2017,4.6792083
India,IND,2018,4.951859
India,IND,2019,4.9689527
India,IND,2020,4.7160296
Indonesia,IDN,2000,2.7923222
Indonesia,IDN,2001,2.9460669
Indonesia,IDN,2002,3.6579816
Indonesia,IDN,2003,3.719512
Indonesia,IDN,2004,3.7046742
Indonesia,IDN,2005,3.8726082
Indonesia,IDN,2006,3.634954
Indonesia,IDN,2007,4.1069508
Indonesia,IDN,2008,4.1252694
Indonesia,IDN,2009,4.309458
Indonesia,IDN,2010,4.811745
Indonesia,IDN,2011,5.3871346
Indonesia,IDN,2012,5.543567
Indonesia,IDN,2013,5.8711524
Indonesia,IDN,2014,6.0430493
Indonesia,IDN,2015,6.364768
Indonesia,IDN,2016,6.6235375
Indonesia,IDN,2017,6.969378
Indonesia,IDN,2018,7.2769794
Indonesia,IDN,2019,7.3372326
Indonesia,IDN,2020,7.507234
Iran,IRN,2005,16.566088
Iran,IRN,2006,17.034643
Iran,IRN,2009,16.420551
Iran,IRN,2013,15.120353
Iran,IRN,2014,15.014485
Iran,IRN,2015,15.013964
Iran,IRN,2016,15.3219385
Iran,IRN,2017,16.525393
Iran,IRN,2018,15.967221
Iran,IRN,2019,14.452303
Iraq,IRQ,2006,10.675802
Iraq,IRQ,2012,11.300911
Ireland,IRL,2000,38.549557
Ireland,IRL,2002,42.435463
Ireland,IRL,2003,43.538357
Ireland,IRL,2004,45.210808
Ireland,IRL,2005,47.47799
Ireland,IRL,2006,50.628605
Ireland,IRL,2007,50.26803
Ireland,IRL,2008,46.431736
Ireland,IRL,2009,45.692474
Ireland,IRL,2010,43.925804
Ireland,IRL,2011,42.747643
Ireland,IRL,2012,43.072876
Ireland,IRL,2013,42.977867
Ireland,IRL,2014,45.091103
Ireland,IRL,2015,46.503025
Ireland,IRL,2016,49.683365
Ireland,IRL,2017,52.798004
Ireland,IRL,2018,54.0526
Ireland,IRL,2019,55.83371
Ireland,IRL,2020,58.019337
Israel,ISR,2001,28.62272
Israel,ISR,2002,25.673964
Israel,ISR,2003,26.536583
Israel,ISR,2004,27.618944
Israel,ISR,2005,28.89179
Israel,ISR,2006,29.44272
Israel,ISR,2007,30.88246
Israel,ISR,2008,31.696861
Israel,ISR,2009,31.740149
Israel,ISR,2010,32.49524
Israel,ISR,2011,32.35995
Israel,ISR,2012,34.30668
Israel,ISR,2013,35.631485
Israel,ISR,2014,36.190224
Israel,ISR,2015,37.301964
Israel,ISR,2016,37.80142
Israel,ISR,2017,39.4594
Israel,ISR,2018,40.9595
Italy,ITA,2000,38.770485
Italy,ITA,2003,47.617977
Italy,ITA,2004,48.988274
Italy,ITA,2005,48.229572
Italy,ITA,2006,49.160313
Italy,ITA,2007,49.464397
Italy,ITA,2008,48.747814
Italy,ITA,2009,49.28424
Italy,ITA,2010,48.38909
Italy,ITA,2011,47.667454
Italy,ITA,2012,45.516342
Italy,ITA,2013,44.99789
Italy,ITA,2014,44.807503
Italy,ITA,2015,45.92574
Italy,ITA,2016,47.02357
Italy,ITA,2017,47.845818
Italy,ITA,2018,48.04955
Italy,ITA,2019,49.89793
Italy,ITA,2020,49.76041
Jamaica,JAM,2002,15.250263
Jamaica,JAM,2004,15.205789
Japan,JPN,2008,42.96584
Japan,JPN,2010,51.814415
Japan,JPN,2013,49.759407
Jordan,JOR,2002,13.742805
Jordan,JOR,2006,15.085861
Jordan,JOR,2008,15.060466
Jordan,JOR,2010,16.92439
Kazakhstan,KAZ,2001,5.579558
Kazakhstan,KAZ,2002,5.8970246
Kazakhstan,KAZ,2003,6.340362
Kazakhstan,KAZ,2004,6.7158327
Kazakhstan,KAZ,2005,7.344752
Kazakhstan,KAZ,2006,8.211945
Kazakhstan,KAZ,2007,9.516656
Kazakhstan,KAZ,2008,9.459716
Kazakhstan,KAZ,2009,9.3359165
Kazakhstan,KAZ,2010,9.928319
Kazakhstan,KAZ,2011,11.784867
Kazakhstan,KAZ,2012,11.992633
Kazakhstan,KAZ,2013,12.570521
Kazakhstan,KAZ,2014,12.284417
Kazakhstan,KAZ,2015,11.724289
Kazakhstan,KAZ,2016,10.840452
Kazakhstan,KAZ,2017,11.666905
Kazakhstan,KAZ,2018,12.426413
Kenya,KEN,2005,4.1477604
Kenya,KEN,2015,4.246111
Kenya,KEN,2020,3.504944
Kiribati,KIR,2006,5.5491967
Kiribati,KIR,2019,6.249745
Kosovo,OWID_KOS,2003,6.2729945
Kosovo,OWID_KOS,2005,6.4570446
Kosovo,OWID_KOS,2006,6.342524
Kosovo,OWID_KOS,2009,7.254176
Kosovo,OWID_KOS,2010,7.524888
Kosovo,OWID_KOS,2011,7.2556415
Kosovo,OWID_KOS,2012,8.682335
Kosovo,OWID_KOS,2013,8.773468
Kosovo,OWID_KOS,2014,8.761588
Kosovo,OWID_KOS,2015,9.126698
Kosovo,OWID_KOS,2016,9.245114
Kosovo,OWID_KOS,2017,9.534211
Kyrgyzstan,KGZ,2000,3.0150547
Kyrgyzstan,KGZ,2001,3.1913178
Kyrgyzstan,KGZ,2002,3.27305
Kyrgyzstan,KGZ,2003,3.4407747
Kyrgyzstan,KGZ,2004,5.133829
Kyrgyzstan,KGZ,2005,4.5893016
Kyrgyzstan,KGZ,2006,6.0242286
Kyrgyzstan,KGZ,2007,5.7241178
Kyrgyzstan,KGZ,2008,6.4288306
Kyrgyzstan,KGZ,2009,6.5638337
Kyrgyzstan,KGZ,2010,6.252797
Kyrgyzstan,KGZ,2011,6.234865
Kyrgyzstan,KGZ,2012,6.0204897
Kyrgyzstan,KGZ,2013,5.9344797
Kyrgyzstan,KGZ,2014,6.201909
Kyrgyzstan,KGZ,2015,6.099403
